01,0,230134084.37
,1,645442.55
,3,138392071.57
,5,244985.77
,7,800273.42
,9,737455.13
,11,507396.75
,13,1414290.33
,15,7598257.79
,17,824681.29
,19,1439205.11
,21,204967.00
,23,877641.42
,25,2495290.57
,27,328516.08
,29,658079.80
,31,11059999.52
,33,2564689.60
,35,3447224.34
,37,34605.08
,39,11492724.24
,41,3020303.58
,43,10640546.19
,45,2349733.82
,47,1667528.07
,49,8203719.34
,51,2546559.83
,53,11630642.76
,55,861183.60
,57,3171629.06
,59,18845757.59
,61,6557182.85
,63,393270.51
,65,1058168.92
,67,1169341.31
,69,4529906.78
,71,3475803.66
,73,51400101.54
,75,3806278.38
,77,4079917.32
,79,891247.17
,81,563033.14
,83,5498994.62
,85,152159.37
,87,210386.37
,89,11865890.26
,91,1519901.30
,93,7886813.99
,95,13387932.55
,97,41272020.46
,99,845156.63
,101,5521326.69
,103,1428178.24
,105,738498.29
,107,280882.34
,109,1419095.80
,111,1653727.59
,113,631655.07
,115,2398249.91
,117,525534.64
,119,775792.78
,121,1368748.43
,123,684077.92
,125,20182105.47
,127,10419160.05
,129,1490938.49
,131,4980826.99
,133,812407.96
02,0,60936387.74
,13,69383.41
,16,6765049.03
,20,1916169.23
,50,4951239.06
,60,568535.12
,68,1929.08
,70,42371.74
,90,486420.80
,122,5312750.05
,150,2145864.94
,164,515231.56
,170,2420629.88
,180,3607584.52
,185,10485986.94
,188,216686.75
,240,2331315.03
,261,6260660.13
,270,9527601.81
,290,1879741.63
04,0,11857325.22
,1,228897.10
,3,244609.63
,5,9451921.65
,7,1668343.10
,9,1621959.21
,11,1114857.00
,12,1691275.08
,13,1449105.92
,15,1634721.99
,17,1802646.99
,19,12629599.68
,21,2948885.57
,23,348680.27
,25,4577657.12
05,0,230447335.08
,1,1450542.52
,3,496596.90
,5,7438639.48
,7,10538188.94
,9,4647421.93
,11,2039609.89
,13,2231474.93
,15,3955274.59
,17,1582734.38
,19,4745742.54
,21,5649336.40
,23,6345956.49
,25,1576437.58
,27,19505306.12
,29,4032476.98
,31,7432496.34
,33,4531451.76
,35,1556500.47
,37,3404540.30
,39,1356124.65
,41,135508.55
,43,773331.17
,45,2851696.44
,47,6109065.60
,49,6798206.74
,51,5795183.26
,53,790832.84
,55,12374089.50
,57,14138973.20
,59,2150168.48
,61,9466170.46
,63,2100092.01
,65,3103670.37
,67,2518852.51
,69,8390837.73
,71,1333228.85
,73,1199219.32
,75,1753078.72
,77,3758512.47
,79,2756030.97
,81,3290602.26
,83,3464333.19
,85,3948149.91
,87,5432354.97
,89,6241732.28
,91,6418507.57
,93,9367647.38
,95,3958537.85
,97,5168245.19
,99,6826396.78
,101,5656857.84
,103,5348471.30
,105,676137.54
,107,690351.84
,109,3393824.46
,111,1464841.70
,113,4275565.32
,115,2649097.57
,117,1787259.73
,119,21866905.18
,121,3775671.94
,123,1749354.68
,125,6145817.14
,127,4671011.86
,129,3212894.72
,131,2700092.31
,133,2008559.96
,135,11298445.37
,137,4121038.80
,139,1869655.27
,141,4346729.09
,143,13244637.22
,145,4185644.08
,147,1958356.95
,149,1781064.80
06,0,253995227.82
,1,7786095.26
,3,256651.53
,5,4813787.98
,7,876138.86
,9,955504.27
,11,455480.62
,13,3621628.59
,15,22710635.26
,17,4997306.84
,23,15539013.48
,25,26680308.41
,27,307523.26
,29,5344231.71
,31,84569.33
,33,5661864.43
,35,445759.95
,37,151878428.48
,39,1346857.65
,41,13707876.33
,43,103993.94
,45,9580309.82
,47,537395.14
,53,2913212.20
,55,10498460.58
,57,1492953.95
,59,59340507.08
,61,1427449.03
,63,216994.12
,65,28370205.00
,67,9734905.24
,71,89881725.00
,73,88681624.47
,77,5175367.65
,79,44340303.63
,81,5282906.61
,83,19526974.38
,87,27141054.23
,91,660433.93
,93,2720622.67
,95,7626125.88
,97,20289059.50
,99,764858.51
,101,2472073.10
,105,1032735.00
,107,1455094.62
,109,287596.69
,111,35943636.21
,113,916951.56
,115,5276795.68
08,0,4800322.92
,11,70150.84
,25,266084.93
,27,14879.09
,39,137235.74
,41,3203198.66
,43,39909.37
,61,111289.16
,69,336652.30
,71,70356.43
,89,204886.43
,99,393.90
,101,326151.66
,115,12853.21
,123,269923.54
09,0,5507804.83
,1,10103660.85
,3,4311593.92
,5,2739971.80
,7,321244.38
,9,2592889.60
,11,6533698.83
,13,1337460.80
,15,435919.17
10,0,8932304.07
,1,957091.25
,3,13738768.02
,5,1303755.70
11,1,18500668.01
12,0,799842830.58
,1,18942802.53
,3,2768871.64
,5,24807921.02
,7,1093917.92
,9,102352725.34
,11,505185701.69
,13,44267146.64
,15,115316091.89
,17,10302964.63
,19,3332962.29
,21,82898700.30
,23,2846479.61
,27,32281949.34
,29,2567797.86
,31,28772124.17
,33,495838252.26
,35,11805986.70
,37,8050664.02
,39,1945482.33
,41,840742.44
,43,2051022.49
,45,2406796.65
,47,744716.56
,49,21934046.70
,51,7562684.75
,53,6515611.12
,55,8799246.97
,57,32594474.79
,59,8887252.88
,61,70033652.74
,63,2443722.87
,65,1413835.29
,67,302675.60
,69,31923175.23
,71,84327164.80
,73,14242766.46
,75,6304080.15
,77,3278154.55
,79,582631.84
,81,12047527.33
,83,34115263.14
,85,77232675.77
,86,903041918.17
,87,84475893.20
,89,2090203.70
,91,41715235.66
,93,5337189.29
,95,137505632.54
,97,51630493.30
,99,430744205.80
,101,8978087.08
,103,17056000.61
,105,67812104.90
,107,6047554.40
,109,8552964.52
,111,167561419.26
,113,128220176.35
,115,25038509.54
,117,70215082.47
,119,2354442.19
,121,1198067.61
,123,288136.54
,125,1226475.55
,127,115744992.53
,129,3360499.11
,131,22704096.91
,133,13009493.06
13,0,40109634.44
,1,573364.30
,3,737284.07
,5,928243.34
,7,336777.79
,11,38152.58
,13,116285.85
,15,491171.39
,17,638883.16
,19,875554.66
,21,5479203.05
,23,9037.64
,25,566056.21
,27,348986.21
,33,45384.90
,35,44748.19
,37,335959.09
,39,1040206.05
,43,64395.69
,45,5358548.95
,47,5735299.72
,49,672450.98
,55,506696.84
,57,2714717.48
,59,177363.68
,61,109941.24
,65,480206.70
,67,12165961.76
,69,680815.53
,71,1692672.72
,75,1437376.61
,77,15015.54
,79,207464.80
,81,289958.01
,83,3000777.69
,85,1010557.34
,87,612946.01
,89,12891372.01
,91,542354.22
,93,1881729.16
,95,1142997.82
,97,8429702.38
,99,375894.25
,101,558346.25
,105,116582.07
,107,54340.84
,109,75887.09
,111,122620.46
,115,954437.79
,117,418278.90
,119,173582.59
,121,16641513.47
,123,2061549.35
,127,530036.13
,129,128168.86
,131,293454.87
,133,29576.02
,135,12537534.91
,137,330115.83
,139,601623.34
,141,359210.96
,143,29394.90
,145,60057.85
,147,104397.00
,149,191732.96
,151,96010.89
,153,862533.86
,155,453041.13
,157,32766.47
,159,113265.43
,161,337760.81
,163,576333.35
,165,30331.79
,167,342277.33
,169,48057.75
,171,658562.21
,173,437783.81
,175,329184.68
,177,196421.93
,183,98643.11
,185,4320250.42
,187,2086082.80
,189,127275.88
,191,398158.38
,193,99742.14
,195,86263.20
,199,243177.87
,201,448833.67
,205,1975492.26
,207,730668.02
,209,255693.34
,211,174031.23
,215,605800.98
,217,925564.41
,219,160000.09
,221,19479.30
,223,4462351.41
,225,219798.74
,227,237166.04
,229,654699.73
,231,624294.37
,233,40639.86
,235,453120.35
,237,61586.27
,241,1939313.91
,247,589295.56
,249,22574.31
,253,373205.79
,255,1602557.81
,257,820288.86
,259,384328.84
,261,46520902.42
,263,139128.66
,265,8780.86
,267,346340.74
,269,122104.83
,271,369185.61
,275,442598.70
,277,697143.35
,279,501784.02
,281,122420.36
,283,12709.00
,285,79014.89
,287,475110.53
,289,113478.32
,291,81038.32
,293,229622.07
,295,2802823.71
,297,168714.42
,299,848256.34
,301,227512.27
,303,67224.91
,305,656923.56
,307,3534.63
,309,213146.57
,311,319184.96
,315,94810.45
,317,299957.43
,319,100131.16
,321,768154.49
15,0,37648039.95
,1,10447012.48
,3,5527436.77
,7,1252294.31
,9,3365158.30
16,0,866900.39
,3,226601.59
,17,1014050.67
,35,85973.78
,45,113847.90
,49,2688757.26
,55,803762.84
,61,108922.99
,69,1870223.42
,73,994828.96
,75,115659.55
,79,999255.59
,85,35756.23
,87,187566.68
17,0,67544055.58
,1,7412479.69
,3,3387481.51
,5,34090.10
,7,252704.61
,9,127519.18
,11,1021505.10
,13,2908312.40
,15,581366.18
,17,2379238.46
,19,360556.27
,21,930826.66
,23,8247096.95
,25,25318.17
,29,673995.50
,31,52099795.57
,33,339569.40
,35,431230.21
,37,967858.25
,39,293666.27
,41,865603.70
,43,6058592.18
,45,537257.52
,49,121115.70
,51,242682.70
,53,164821.82
,55,763145.69
,57,530538.59
,59,790243.11
,61,1442177.26
,63,455108.59
,65,258471.02
,67,2795515.53
,69,301251.82
,71,6446437.62
,73,387950.28
,75,140475.54
,77,3429174.94
,79,1507896.37
,83,675838.91
,85,2207608.70
,87,3874057.02
,89,3738723.02
,91,257527.97
,93,214938.93
,95,1004856.99
,97,6108097.69
,99,14999279.56
,101,590875.61
,103,206179.11
,105,302450.07
,107,329956.54
,109,286970.08
,111,2022057.19
,113,1371862.53
,115,1957359.85
,117,1654001.22
,119,4555893.73
,121,337922.43
,123,174178.88
,125,174864.54
,127,1995156.08
,129,244318.48
,131,4353932.17
,133,672613.30
,135,356210.23
,137,459507.35
,139,482425.74
,141,594822.82
,143,983687.97
,145,87373.27
,147,103940.41
,149,3478171.17
,151,528676.15
,153,1406097.71
,155,436229.49
,157,809313.37
,159,189049.51
,161,3790430.64
,163,2197826.52
,165,918752.23
,167,13484861.92
,169,422395.79
,171,554726.90
,173,301199.48
,175,93061.65
,177,1123470.16
,179,642674.90
,181,619733.46
,183,265734.81
,185,95936.72
,187,316546.75
,189,17302.93
,191,433951.32
,193,838895.17
,195,552645.77
,197,3525960.88
,199,3583361.21
,201,1799126.60
,203,546671.11
18,0,32617891.29
,1,917405.75
,3,2011299.86
,5,64610547.08
,7,415125.25
,9,184994.92
,11,147807.34
,13,986119.32
,15,602909.24
,17,748206.97
,19,4596058.15
,21,1358293.00
,23,215956.61
,25,548955.15
,27,692926.43
,29,1006444.24
,31,404128.05
,33,340685.20
,35,4492404.70
,37,1006568.88
,39,847787.22
,41,191566.23
,43,3866588.91
,45,204888.25
,47,837004.57
,49,64203.85
,51,1413902.53
,53,416241.86
,55,1237475.76
,57,222954.25
,59,518463.91
,61,2230483.01
,63,478090.01
,65,650803.14
,67,1847651.89
,69,145578.97
,71,1765838.36
,73,465471.27
,75,469056.45
,77,2375866.25
,79,481409.22
,81,9278079.20
,83,1108240.00
,85,663821.81
,87,35127.88
,89,8833125.47
,91,481080.59
,93,743639.58
,95,2918996.07
,97,5164261.77
,99,175144.86
,101,283839.47
,103,406002.09
,105,571732.98
,107,475650.16
,109,3074730.48
,111,736261.90
,113,211547.56
,115,1290083.46
,117,933420.46
,119,1709702.97
,121,715740.27
,123,1387356.77
,125,453680.57
,127,1787130.47
,129,729895.34
,131,296271.57
,133,894906.39
,135,797843.17
,137,1360167.95
,139,487969.11
,141,447224.54
,143,823546.96
,145,382440.12
,147,490282.64
,149,235855.61
,151,88891.00
,153,1506166.30
,155,1274336.14
,157,602353.67
,159,305898.53
,161,521144.00
,163,4359566.34
,165,627805.51
,167,3647410.09
,169,343000.93
,171,512828.45
,173,3975094.81
,175,819957.47
,177,1606349.77
,179,488096.01
,181,539727.83
,183,37387.08
19,0,302885290.91
,1,3319997.51
,3,1018302.98
,5,1598222.65
,7,4538128.37
,9,1091127.06
,11,15607378.65
,13,40138214.44
,15,4011369.61
,17,15524525.90
,19,4187689.49
,21,460423.45
,23,16021358.80
,25,1204342.53
,27,1136186.17
,29,1068059.92
,31,867785.66
,33,4889417.34
,35,936035.22
,37,2285074.44
,39,1335281.79
,41,953012.61
,43,7627921.89
,45,1523936.44
,47,5617965.33
,49,2568229.36
,51,1774131.20
,53,1794697.24
,55,6294187.40
,57,9782041.58
,59,306176.98
,61,9927136.88
